Packetnummer;Ware;fuellstand;veschickt um;angekommen um
936;milch;30;2017-06-11 21:00:38.733;2017-06-11 21:00:38.735
937;milch;28;2017-06-11 21:00:43.739;2017-06-11 21:00:43.74
938;milch;26;2017-06-11 21:00:48.742;2017-06-11 21:00:48.744
939;milch;24;2017-06-11 21:00:53.747;2017-06-11 21:00:53.749
940;milch;22;2017-06-11 21:00:58.749;2017-06-11 21:00:58.752
941;milch;20;2017-06-11 21:01:03.752;2017-06-11 21:01:03.754
942;milch;18;2017-06-11 21:01:08.755;2017-06-11 21:01:08.758
943;milch;16;2017-06-11 21:01:13.761;2017-06-11 21:01:13.763
944;milch;14;2017-06-11 21:01:18.764;2017-06-11 21:01:18.767
945;milch;12;2017-06-11 21:01:23.768;2017-06-11 21:01:23.771
946;milch;10;2017-06-11 21:01:28.772;2017-06-11 21:01:28.774
947;milch;98;2017-06-11 21:01:33.791;2017-06-11 21:01:33.794
948;milch;96;2017-06-11 21:01:38.795;2017-06-11 21:01:38.797
949;milch;94;2017-06-11 21:01:43.801;2017-06-11 21:01:43.803
950;milch;92;2017-06-11 21:01:48.804;2017-06-11 21:01:48.806
951;milch;90;2017-06-11 21:01:53.808;2017-06-11 21:01:53.811
952;milch;88;2017-06-11 21:01:58.812;2017-06-11 21:01:58.814
953;milch;86;2017-06-11 21:02:03.815;2017-06-11 21:02:03.817
954;milch;84;2017-06-11 21:02:08.819;2017-06-11 21:02:08.822
955;milch;82;2017-06-11 21:02:13.825;2017-06-11 21:02:13.827
956;milch;80;2017-06-11 21:02:18.829;2017-06-11 21:02:18.832
957;milch;78;2017-06-11 21:02:23.833;2017-06-11 21:02:23.836
958;milch;76;2017-06-11 21:02:28.836;2017-06-11 21:02:28.838
959;milch;74;2017-06-11 21:02:33.84;2017-06-11 21:02:33.842
960;milch;72;2017-06-11 21:02:38.843;2017-06-11 21:02:38.846
961;milch;70;2017-06-11 21:02:43.849;2017-06-11 21:02:43.851
962;milch;68;2017-06-11 21:02:48.853;2017-06-11 21:02:48.857
963;milch;66;2017-06-11 21:02:53.859;2017-06-11 21:02:53.861
964;milch;64;2017-06-11 21:02:58.863;2017-06-11 21:02:58.864
965;milch;62;2017-06-11 21:03:03.866;2017-06-11 21:03:03.869
966;milch;60;2017-06-11 21:03:08.87;2017-06-11 21:03:08.873
967;milch;58;2017-06-11 21:03:13.875;2017-06-11 21:03:13.877
968;milch;56;2017-06-11 21:03:18.879;2017-06-11 21:03:18.882
969;milch;54;2017-06-11 21:03:23.882;2017-06-11 21:03:23.884
970;milch;52;2017-06-11 21:03:28.886;2017-06-11 21:03:28.888
971;milch;50;2017-06-11 21:03:33.888;2017-06-11 21:03:33.89
972;milch;48;2017-06-11 21:03:38.892;2017-06-11 21:03:38.894
973;milch;46;2017-06-11 21:03:43.898;2017-06-11 21:03:43.9
974;milch;44;2017-06-11 21:03:48.902;2017-06-11 21:03:48.904
975;milch;42;2017-06-11 21:03:53.905;2017-06-11 21:03:53.908
976;milch;40;2017-06-11 21:03:58.91;2017-06-11 21:03:58.912
977;milch;38;2017-06-11 21:04:03.912;2017-06-11 21:04:03.915
978;milch;36;2017-06-11 21:04:08.915;2017-06-11 21:04:08.917
979;milch;34;2017-06-11 21:04:13.92;2017-06-11 21:04:13.922
980;milch;32;2017-06-11 21:04:18.924;2017-06-11 21:04:18.926
981;milch;30;2017-06-11 21:04:23.927;2017-06-11 21:04:23.931
982;milch;28;2017-06-11 21:04:28.932;2017-06-11 21:04:28.934
983;milch;26;2017-06-11 21:04:33.935;2017-06-11 21:04:33.938
984;milch;24;2017-06-11 21:04:38.939;2017-06-11 21:04:38.941
985;milch;22;2017-06-11 21:04:43.944;2017-06-11 21:04:43.947
986;milch;20;2017-06-11 21:04:48.948;2017-06-11 21:04:48.951
987;milch;18;2017-06-11 21:04:53.951;2017-06-11 21:04:53.954
988;milch;16;2017-06-11 21:04:58.954;2017-06-11 21:04:58.957
989;milch;14;2017-06-11 21:05:03.958;2017-06-11 21:05:03.961
990;milch;12;2017-06-11 21:05:08.961;2017-06-11 21:05:08.963
991;milch;10;2017-06-11 21:05:13.967;2017-06-11 21:05:13.969
992;milch;98;2017-06-11 21:05:18.987;2017-06-11 21:05:18.989
993;milch;96;2017-06-11 21:05:23.991;2017-06-11 21:05:23.994
994;milch;94;2017-06-11 21:05:28.995;2017-06-11 21:05:28.997
995;milch;92;2017-06-11 21:05:33.999;2017-06-11 21:05:34.002
996;milch;90;2017-06-11 21:05:39.002;2017-06-11 21:05:39.005
997;milch;88;2017-06-11 21:05:44.008;2017-06-11 21:05:44.011
998;milch;86;2017-06-11 21:05:49.011;2017-06-11 21:05:49.014
999;milch;84;2017-06-11 21:05:54.015;2017-06-11 21:05:54.018
1000;milch;82;2017-06-11 21:05:59.018;2017-06-11 21:05:59.021
1001;milch;80;2017-06-11 21:06:04.022;2017-06-11 21:06:04.025
1002;milch;78;2017-06-11 21:06:09.025;2017-06-11 21:06:09.028
1003;milch;76;2017-06-11 21:06:14.03;2017-06-11 21:06:14.032
1004;milch;74;2017-06-11 21:06:19.032;2017-06-11 21:06:19.035
1005;milch;72;2017-06-11 21:06:24.036;2017-06-11 21:06:24.038
1006;milch;70;2017-06-11 21:06:29.039;2017-06-11 21:06:29.041
1007;milch;68;2017-06-11 21:06:34.043;2017-06-11 21:06:34.046
1008;milch;66;2017-06-11 21:06:39.048;2017-06-11 21:06:39.051
1009;milch;64;2017-06-11 21:06:44.054;2017-06-11 21:06:44.056
1010;milch;62;2017-06-11 21:06:49.057;2017-06-11 21:06:49.06
1011;milch;60;2017-06-11 21:06:54.061;2017-06-11 21:06:54.063
1012;milch;58;2017-06-11 21:06:59.065;2017-06-11 21:06:59.067
1013;milch;56;2017-06-11 21:07:04.068;2017-06-11 21:07:04.07
1014;milch;54;2017-06-11 21:07:09.071;2017-06-11 21:07:09.073
1015;milch;52;2017-06-11 21:07:14.076;2017-06-11 21:07:14.078
1016;milch;50;2017-06-11 21:07:19.08;2017-06-11 21:07:19.081
1017;milch;48;2017-06-11 21:07:24.081;2017-06-11 21:07:24.083
1018;milch;46;2017-06-11 21:07:29.085;2017-06-11 21:07:29.085
1019;milch;44;2017-06-11 21:07:34.087;2017-06-11 21:07:34.09
1020;milch;42;2017-06-11 21:07:39.092;2017-06-11 21:07:39.094
1021;milch;40;2017-06-11 21:07:44.097;2017-06-11 21:07:44.099
1022;milch;38;2017-06-11 21:07:49.1;2017-06-11 21:07:49.1
1023;milch;36;2017-06-11 21:07:54.102;2017-06-11 21:07:54.103
1024;milch;34;2017-06-11 21:07:59.103;2017-06-11 21:07:59.105
1025;milch;32;2017-06-11 21:08:04.107;2017-06-11 21:08:04.108
1026;milch;30;2017-06-11 21:08:09.108;2017-06-11 21:08:09.109
1027;milch;28;2017-06-11 21:08:14.111;2017-06-11 21:08:14.112
1028;milch;26;2017-06-11 21:08:19.113;2017-06-11 21:08:19.113
1029;milch;24;2017-06-11 21:08:24.114;2017-06-11 21:08:24.114
1030;milch;22;2017-06-11 21:08:29.115;2017-06-11 21:08:29.116
1031;milch;20;2017-06-11 21:08:34.118;2017-06-11 21:08:34.12
1032;milch;18;2017-06-11 21:08:39.121;2017-06-11 21:08:39.123
1033;milch;16;2017-06-11 21:08:44.126;2017-06-11 21:08:44.128
1034;milch;14;2017-06-11 21:08:49.13;2017-06-11 21:08:49.132
1035;milch;12;2017-06-11 21:08:54.133;2017-06-11 21:08:54.134
1036;milch;10;2017-06-11 21:08:59.135;2017-06-11 21:08:59.135
1037;milch;98;2017-06-11 21:09:04.142;2017-06-11 21:09:04.143
1038;milch;96;2017-06-11 21:09:09.143;2017-06-11 21:09:09.146
1039;milch;94;2017-06-11 21:09:14.147;2017-06-11 21:09:14.148
1040;milch;92;2017-06-11 21:09:19.148;2017-06-11 21:09:19.148
1041;milch;90;2017-06-11 21:09:24.156;2017-06-11 21:09:24.159
1042;milch;88;2017-06-11 21:09:29.161;2017-06-11 21:09:29.162
1043;milch;86;2017-06-11 21:09:34.163;2017-06-11 21:09:34.166
1044;milch;84;2017-06-11 21:09:39.167;2017-06-11 21:09:39.169
1045;milch;82;2017-06-11 21:09:44.173;2017-06-11 21:09:44.175
1046;milch;80;2017-06-11 21:09:49.177;2017-06-11 21:09:49.18
1047;milch;78;2017-06-11 21:09:54.18;2017-06-11 21:09:54.181
1048;milch;76;2017-06-11 21:09:59.182;2017-06-11 21:09:59.183
1049;milch;74;2017-06-11 21:10:04.183;2017-06-11 21:10:04.185
1050;milch;72;2017-06-11 21:10:09.186;2017-06-11 21:10:09.186
1051;milch;70;2017-06-11 21:10:14.187;2017-06-11 21:10:14.188
1052;milch;68;2017-06-11 21:10:19.189;2017-06-11 21:10:19.189
1053;milch;66;2017-06-11 21:10:24.19;2017-06-11 21:10:24.191
1054;milch;64;2017-06-11 21:10:29.191;2017-06-11 21:10:29.191
1055;milch;62;2017-06-11 21:10:34.193;2017-06-11 21:10:34.196
1056;milch;60;2017-06-11 21:10:39.196;2017-06-11 21:10:39.197
1057;milch;58;2017-06-11 21:10:44.197;2017-06-11 21:10:44.198
1058;milch;56;2017-06-11 21:10:49.199;2017-06-11 21:10:49.202
1059;milch;54;2017-06-11 21:10:54.203;2017-06-11 21:10:54.203
1060;milch;52;2017-06-11 21:10:59.205;2017-06-11 21:10:59.205
1061;milch;50;2017-06-11 21:11:04.206;2017-06-11 21:11:04.207
1062;milch;48;2017-06-11 21:11:09.208;2017-06-11 21:11:09.209
1063;milch;46;2017-06-11 21:11:14.211;2017-06-11 21:11:14.212
1064;milch;44;2017-06-11 21:11:19.212;2017-06-11 21:11:19.213
1065;milch;42;2017-06-11 21:11:24.214;2017-06-11 21:11:24.217
1066;milch;40;2017-06-11 21:11:29.218;2017-06-11 21:11:29.22
1067;milch;38;2017-06-11 21:11:34.224;2017-06-11 21:11:34.227
1068;milch;36;2017-06-11 21:11:39.228;2017-06-11 21:11:39.23
1069;milch;34;2017-06-11 21:11:44.232;2017-06-11 21:11:44.233
1070;milch;32;2017-06-11 21:11:49.233;2017-06-11 21:11:49.233
1071;milch;30;2017-06-11 21:11:54.235;2017-06-11 21:11:54.236
1072;milch;28;2017-06-11 21:11:59.236;2017-06-11 21:11:59.236
1073;milch;26;2017-06-11 21:12:04.237;2017-06-11 21:12:04.237
1074;milch;24;2017-06-11 21:12:09.239;2017-06-11 21:12:09.241
1075;milch;22;2017-06-11 21:12:14.242;2017-06-11 21:12:14.243
1076;milch;20;2017-06-11 21:12:19.244;2017-06-11 21:12:19.245
1077;milch;18;2017-06-11 21:12:24.246;2017-06-11 21:12:24.249
1078;milch;16;2017-06-11 21:12:29.25;2017-06-11 21:12:29.251
1079;milch;14;2017-06-11 21:12:34.251;2017-06-11 21:12:34.251
Packetnummer;Ware;fuellstand;veschickt um;angekommen um
1;milch;12;2017-06-11 21:19:31.725;2017-06-11 21:19:31.803
2;milch;10;2017-06-11 21:19:36.807;2017-06-11 21:19:36.811
3;milch;98;2017-06-11 21:19:42.199;2017-06-11 21:19:42.202
4;milch;96;2017-06-11 21:19:47.204;2017-06-11 21:19:47.207
5;milch;94;2017-06-11 21:19:52.21;2017-06-11 21:19:52.213
6;milch;92;2017-06-11 21:19:57.214;2017-06-11 21:19:57.217
7;milch;90;2017-06-11 21:20:02.223;2017-06-11 21:20:02.227
8;milch;88;2017-06-11 21:20:07.228;2017-06-11 21:20:07.229
9;milch;86;2017-06-11 21:20:12.23;2017-06-11 21:20:12.234
10;milch;84;2017-06-11 21:20:17.235;2017-06-11 21:20:17.238
11;milch;82;2017-06-11 21:20:22.24;2017-06-11 21:20:22.244
12;milch;80;2017-06-11 21:20:27.246;2017-06-11 21:20:27.247
13;milch;78;2017-06-11 21:20:32.251;2017-06-11 21:20:32.254
14;milch;76;2017-06-11 21:20:37.255;2017-06-11 21:20:37.259
15;milch;74;2017-06-11 21:20:42.26;2017-06-11 21:20:42.264
16;milch;72;2017-06-11 21:20:47.266;2017-06-11 21:20:47.27
17;milch;70;2017-06-11 21:20:52.273;2017-06-11 21:20:52.277
18;milch;68;2017-06-11 21:20:57.279;2017-06-11 21:20:57.283
19;milch;66;2017-06-11 21:21:02.287;2017-06-11 21:21:02.29
20;milch;64;2017-06-11 21:21:07.292;2017-06-11 21:21:07.295
21;milch;62;2017-06-11 21:21:12.297;2017-06-11 21:21:12.301
22;milch;60;2017-06-11 21:21:17.302;2017-06-11 21:21:17.303
23;milch;58;2017-06-11 21:21:22.305;2017-06-11 21:21:22.307
24;milch;56;2017-06-11 21:21:27.309;2017-06-11 21:21:27.31
25;milch;54;2017-06-11 21:21:32.313;2017-06-11 21:21:32.316
26;milch;52;2017-06-11 21:21:37.32;2017-06-11 21:21:37.322
27;milch;50;2017-06-11 21:21:42.324;2017-06-11 21:21:42.327
28;milch;48;2017-06-11 21:21:47.331;2017-06-11 21:21:47.334
29;milch;46;2017-06-11 21:21:52.336;2017-06-11 21:21:52.339
30;milch;44;2017-06-11 21:21:57.342;2017-06-11 21:21:57.344
31;milch;42;2017-06-11 21:22:02.349;2017-06-11 21:22:02.351
32;milch;40;2017-06-11 21:22:07.353;2017-06-11 21:22:07.356
33;milch;38;2017-06-11 21:22:12.359;2017-06-11 21:22:12.361
34;milch;36;2017-06-11 21:22:17.363;2017-06-11 21:22:17.366
35;milch;34;2017-06-11 21:22:22.368;2017-06-11 21:22:22.37
36;milch;32;2017-06-11 21:22:27.373;2017-06-11 21:22:27.375
37;milch;30;2017-06-11 21:22:32.379;2017-06-11 21:22:32.382
38;milch;28;2017-06-11 21:22:37.385;2017-06-11 21:22:37.388
39;milch;26;2017-06-11 21:22:42.39;2017-06-11 21:22:42.398
40;milch;24;2017-06-11 21:22:47.4;2017-06-11 21:22:47.403
41;milch;22;2017-06-11 21:22:52.404;2017-06-11 21:22:52.407
42;milch;20;2017-06-11 21:22:57.409;2017-06-11 21:22:57.412
43;milch;18;2017-06-11 21:23:02.415;2017-06-11 21:23:02.418
44;milch;16;2017-06-11 21:23:07.42;2017-06-11 21:23:07.423
45;milch;14;2017-06-11 21:23:12.425;2017-06-11 21:23:12.429
46;milch;12;2017-06-11 21:23:17.432;2017-06-11 21:23:17.435
47;milch;10;2017-06-11 21:23:22.443;2017-06-11 21:23:22.446
48;milch;98;2017-06-11 21:23:27.473;2017-06-11 21:23:27.476
49;milch;96;2017-06-11 21:23:32.479;2017-06-11 21:23:32.48
50;milch;94;2017-06-11 21:23:37.482;2017-06-11 21:23:37.485
51;milch;92;2017-06-11 21:23:42.486;2017-06-11 21:23:42.489
52;milch;90;2017-06-11 21:23:47.491;2017-06-11 21:23:47.493
53;milch;88;2017-06-11 21:23:52.494;2017-06-11 21:23:52.497
54;milch;86;2017-06-11 21:23:57.499;2017-06-11 21:23:57.502
55;milch;84;2017-06-11 21:24:02.505;2017-06-11 21:24:02.507
56;milch;82;2017-06-11 21:24:07.509;2017-06-11 21:24:07.512
57;milch;80;2017-06-11 21:24:12.515;2017-06-11 21:24:12.518
Packetnummer;Ware;fuellstand;veschickt um;angekommen um
1;a;20;2017-06-13 19:19:31.209;2017-06-13 19:19:31.225
2;a;16;2017-06-13 19:19:36.23;2017-06-13 19:19:36.23
3;a;14;2017-06-13 19:19:41.23;2017-06-13 19:19:41.23
4;a;12;2017-06-13 19:19:46.235;2017-06-13 19:19:46.235
5;a;10;2017-06-13 19:19:51.237;2017-06-13 19:19:51.237
6;a;8;2017-06-13 19:19:57.246;2017-06-13 19:19:57.246
7;a;6;2017-06-13 19:20:03.26;2017-06-13 19:20:03.26
8;a;4;2017-06-13 19:20:09.275;2017-06-13 19:20:09.275
9;a;2;2017-06-13 19:20:15.286;2017-06-13 19:20:15.286
10;a;0;2017-06-13 19:20:21.295;2017-06-13 19:20:21.295
11;a;0;2017-06-13 19:20:27.306;2017-06-13 19:20:27.306
12;a;0;2017-06-13 19:20:33.322;2017-06-13 19:20:33.322
13;a;0;2017-06-13 19:20:39.336;2017-06-13 19:20:39.336
14;a;0;2017-06-13 19:20:45.354;2017-06-13 19:20:45.354
15;a;0;2017-06-13 19:20:51.37;2017-06-13 19:20:51.37
16;a;0;2017-06-13 19:20:57.382;2017-06-13 19:20:57.383
17;a;0;2017-06-13 19:21:03.393;2017-06-13 19:21:03.394
Packetnummer;Ware;fuellstand;veschickt um;angekommen um
1;milch;48;2017-06-14 23:57:34.812;2017-06-14 23:57:34.827
2;milch;46;2017-06-14 23:57:39.842;2017-06-14 23:57:39.842
3;milch;44;2017-06-14 23:57:44.844;2017-06-14 23:57:44.844
4;milch;42;2017-06-14 23:57:49.853;2017-06-14 23:57:49.853
5;milch;40;2017-06-14 23:57:54.857;2017-06-14 23:57:54.857
6;milch;38;2017-06-14 23:57:59.863;2017-06-14 23:57:59.863
7;milch;36;2017-06-14 23:58:04.873;2017-06-14 23:58:04.873
8;milch;34;2017-06-14 23:58:09.883;2017-06-14 23:58:09.883
9;milch;32;2017-06-14 23:58:14.891;2017-06-14 23:58:14.891
10;milch;30;2017-06-14 23:58:19.897;2017-06-14 23:58:19.897
11;milch;28;2017-06-14 23:58:24.898;2017-06-14 23:58:24.898
12;milch;26;2017-06-14 23:58:29.914;2017-06-14 23:58:29.914
13;milch;24;2017-06-14 23:58:34.921;2017-06-14 23:58:34.921
14;milch;22;2017-06-14 23:58:39.936;2017-06-14 23:58:39.936
15;milch;20;2017-06-14 23:58:44.943;2017-06-14 23:58:44.943
16;milch;18;2017-06-14 23:58:49.956;2017-06-14 23:58:49.956
17;milch;16;2017-06-14 23:58:54.958;2017-06-14 23:58:54.958
18;milch;14;2017-06-14 23:58:59.958;2017-06-14 23:58:59.958
19;milch;12;2017-06-14 23:59:04.96;2017-06-14 23:59:04.961
20;milch;10;2017-06-14 23:59:09.962;2017-06-14 23:59:09.962
21;milch;8;2017-06-14 23:59:16.023;2017-06-14 23:59:16.024
22;milch;6;2017-06-14 23:59:22.027;2017-06-14 23:59:22.028
23;milch;4;2017-06-14 23:59:28.032;2017-06-14 23:59:28.033
24;milch;2;2017-06-14 23:59:34.037;2017-06-14 23:59:34.038
25;milch;0;2017-06-14 23:59:40.042;2017-06-14 23:59:40.043
26;milch;0;2017-06-14 23:59:46.049;2017-06-14 23:59:46.05
27;milch;0;2017-06-14 23:59:52.055;2017-06-14 23:59:52.056
28;milch;0;2017-06-14 23:59:58.06;2017-06-14 23:59:58.06
29;milch;0;2017-06-15 00:00:04.063;2017-06-15 00:00:04.065
30;milch;0;2017-06-15 00:00:10.068;2017-06-15 00:00:10.068
31;milch;0;2017-06-15 00:00:16.072;2017-06-15 00:00:16.073
32;milch;0;2017-06-15 00:00:22.076;2017-06-15 00:00:22.077
33;milch;0;2017-06-15 00:00:28.083;2017-06-15 00:00:28.084
34;milch;0;2017-06-15 00:00:34.087;2017-06-15 00:00:34.087
35;milch;0;2017-06-15 00:00:40.091;2017-06-15 00:00:40.091
36;milch;0;2017-06-15 00:00:46.094;2017-06-15 00:00:46.095
37;milch;0;2017-06-15 00:00:52.098;2017-06-15 00:00:52.099
38;milch;0;2017-06-15 00:00:58.102;2017-06-15 00:00:58.102
39;milch;0;2017-06-15 00:01:04.105;2017-06-15 00:01:04.106
40;milch;0;2017-06-15 00:01:10.11;2017-06-15 00:01:10.11
41;milch;0;2017-06-15 00:01:16.113;2017-06-15 00:01:16.114
42;milch;0;2017-06-15 00:01:22.116;2017-06-15 00:01:22.117
43;milch;0;2017-06-15 00:01:28.12;2017-06-15 00:01:28.12
44;milch;0;2017-06-15 00:01:34.125;2017-06-15 00:01:34.125
45;milch;0;2017-06-15 00:01:40.129;2017-06-15 00:01:40.13
46;milch;0;2017-06-15 00:01:46.133;2017-06-15 00:01:46.133
47;milch;0;2017-06-15 00:01:52.137;2017-06-15 00:01:52.137
48;milch;0;2017-06-15 00:01:58.142;2017-06-15 00:01:58.143
49;milch;0;2017-06-15 00:02:04.147;2017-06-15 00:02:04.147
50;milch;0;2017-06-15 00:02:10.151;2017-06-15 00:02:10.151
51;milch;0;2017-06-15 00:02:16.155;2017-06-15 00:02:16.156
52;milch;0;2017-06-15 00:02:22.159;2017-06-15 00:02:22.159
53;milch;0;2017-06-15 00:02:28.163;2017-06-15 00:02:28.164
54;milch;0;2017-06-15 00:02:34.167;2017-06-15 00:02:34.167
55;milch;0;2017-06-15 00:02:40.17;2017-06-15 00:02:40.171
56;milch;0;2017-06-15 00:02:46.177;2017-06-15 00:02:46.177
57;milch;0;2017-06-15 00:02:52.183;2017-06-15 00:02:52.183
58;milch;0;2017-06-15 00:02:58.187;2017-06-15 00:02:58.188
59;milch;0;2017-06-15 00:03:04.191;2017-06-15 00:03:04.191
60;milch;0;2017-06-15 00:03:10.196;2017-06-15 00:03:10.196
61;milch;0;2017-06-15 00:03:16.202;2017-06-15 00:03:16.202
62;milch;0;2017-06-15 00:03:22.206;2017-06-15 00:03:22.207
63;milch;0;2017-06-15 00:03:28.21;2017-06-15 00:03:28.211
64;milch;0;2017-06-15 00:03:34.22;2017-06-15 00:03:34.221
65;milch;0;2017-06-15 00:03:40.224;2017-06-15 00:03:40.225
66;milch;0;2017-06-15 00:03:46.228;2017-06-15 00:03:46.228
67;milch;0;2017-06-15 00:03:52.232;2017-06-15 00:03:52.233
68;milch;0;2017-06-15 00:03:58.236;2017-06-15 00:03:58.236
69;milch;0;2017-06-15 00:04:04.24;2017-06-15 00:04:04.241
70;milch;0;2017-06-15 00:04:10.245;2017-06-15 00:04:10.245
71;milch;0;2017-06-15 00:04:16.249;2017-06-15 00:04:16.249
72;milch;0;2017-06-15 00:04:22.253;2017-06-15 00:04:22.254
73;milch;0;2017-06-15 00:04:28.257;2017-06-15 00:04:28.257
74;milch;0;2017-06-15 00:04:34.264;2017-06-15 00:04:34.265
75;milch;0;2017-06-15 00:04:40.268;2017-06-15 00:04:40.269
76;milch;0;2017-06-15 00:04:46.273;2017-06-15 00:04:46.274
77;milch;0;2017-06-15 00:04:52.277;2017-06-15 00:04:52.277
78;milch;0;2017-06-15 00:04:58.28;2017-06-15 00:04:58.281
79;milch;0;2017-06-15 00:05:04.284;2017-06-15 00:05:04.284
80;milch;0;2017-06-15 00:05:10.289;2017-06-15 00:05:10.289
81;milch;0;2017-06-15 00:05:16.302;2017-06-15 00:05:16.302
82;milch;0;2017-06-15 00:05:22.306;2017-06-15 00:05:22.306
83;milch;0;2017-06-15 00:05:28.31;2017-06-15 00:05:28.311
84;milch;0;2017-06-15 00:05:34.316;2017-06-15 00:05:34.317
85;milch;0;2017-06-15 00:05:40.321;2017-06-15 00:05:40.321
86;milch;0;2017-06-15 00:05:46.325;2017-06-15 00:05:46.325
87;milch;0;2017-06-15 00:05:52.334;2017-06-15 00:05:52.334
88;milch;0;2017-06-15 00:05:58.34;2017-06-15 00:05:58.34
89;milch;0;2017-06-15 00:06:04.346;2017-06-15 00:06:04.346
90;milch;0;2017-06-15 00:06:10.351;2017-06-15 00:06:10.351
91;milch;0;2017-06-15 00:06:16.355;2017-06-15 00:06:16.355
92;milch;0;2017-06-15 00:06:22.36;2017-06-15 00:06:22.361
93;milch;0;2017-06-15 00:06:28.364;2017-06-15 00:06:28.364
94;milch;0;2017-06-15 00:06:34.377;2017-06-15 00:06:34.378
95;milch;0;2017-06-15 00:06:40.382;2017-06-15 00:06:40.382
96;milch;0;2017-06-15 00:06:46.386;2017-06-15 00:06:46.387
97;milch;0;2017-06-15 00:06:52.39;2017-06-15 00:06:52.39
98;milch;0;2017-06-15 00:06:58.394;2017-06-15 00:06:58.395
99;milch;0;2017-06-15 00:07:04.398;2017-06-15 00:07:04.399
100;milch;0;2017-06-15 00:07:10.402;2017-06-15 00:07:10.402
101;milch;0;2017-06-15 00:07:16.406;2017-06-15 00:07:16.406
102;milch;0;2017-06-15 00:07:22.41;2017-06-15 00:07:22.41
103;milch;0;2017-06-15 00:07:28.414;2017-06-15 00:07:28.415
104;milch;0;2017-06-15 00:07:34.417;2017-06-15 00:07:34.418
105;milch;0;2017-06-15 00:07:40.423;2017-06-15 00:07:40.423
106;milch;0;2017-06-15 00:07:46.427;2017-06-15 00:07:46.427
107;milch;0;2017-06-15 00:07:52.43;2017-06-15 00:07:52.431
108;milch;0;2017-06-15 00:07:58.433;2017-06-15 00:07:58.433
109;milch;0;2017-06-15 00:08:04.436;2017-06-15 00:08:04.437
110;milch;0;2017-06-15 00:08:10.44;2017-06-15 00:08:10.441
111;milch;0;2017-06-15 00:08:16.458;2017-06-15 00:08:16.459
112;milch;0;2017-06-15 00:08:22.462;2017-06-15 00:08:22.463
113;milch;0;2017-06-15 00:08:28.466;2017-06-15 00:08:28.467
114;milch;0;2017-06-15 00:08:34.469;2017-06-15 00:08:34.469
115;milch;0;2017-06-15 00:08:40.484;2017-06-15 00:08:40.485
116;milch;0;2017-06-15 00:08:46.49;2017-06-15 00:08:46.49
117;milch;0;2017-06-15 00:08:52.493;2017-06-15 00:08:52.494
118;milch;0;2017-06-15 00:08:58.497;2017-06-15 00:08:58.497
119;milch;0;2017-06-15 00:09:04.501;2017-06-15 00:09:04.502
120;milch;0;2017-06-15 00:09:10.506;2017-06-15 00:09:10.506
121;milch;0;2017-06-15 00:09:16.51;2017-06-15 00:09:16.511
122;milch;0;2017-06-15 00:09:22.514;2017-06-15 00:09:22.514
123;milch;0;2017-06-15 00:09:28.521;2017-06-15 00:09:28.521
124;milch;0;2017-06-15 00:09:34.525;2017-06-15 00:09:34.525
125;milch;0;2017-06-15 00:09:40.533;2017-06-15 00:09:40.534
126;milch;0;2017-06-15 00:09:46.537;2017-06-15 00:09:46.538
127;milch;0;2017-06-15 00:09:52.54;2017-06-15 00:09:52.541
128;milch;0;2017-06-15 00:09:58.544;2017-06-15 00:09:58.544
129;milch;0;2017-06-15 00:10:04.548;2017-06-15 00:10:04.548
130;milch;0;2017-06-15 00:10:10.552;2017-06-15 00:10:10.553
131;milch;0;2017-06-15 00:10:16.557;2017-06-15 00:10:16.558
132;milch;0;2017-06-15 00:10:22.561;2017-06-15 00:10:22.561
133;milch;0;2017-06-15 00:10:28.565;2017-06-15 00:10:28.565
134;milch;0;2017-06-15 00:10:34.569;2017-06-15 00:10:34.57
135;milch;0;2017-06-15 00:10:40.573;2017-06-15 00:10:40.574
136;milch;0;2017-06-15 00:10:46.578;2017-06-15 00:10:46.578
137;milch;0;2017-06-15 00:10:52.581;2017-06-15 00:10:52.581
138;milch;0;2017-06-15 00:10:58.584;2017-06-15 00:10:58.585
139;milch;0;2017-06-15 00:11:04.588;2017-06-15 00:11:04.589
140;milch;0;2017-06-15 00:11:10.592;2017-06-15 00:11:10.593
141;milch;0;2017-06-15 00:11:16.597;2017-06-15 00:11:16.597
142;milch;0;2017-06-15 00:11:22.601;2017-06-15 00:11:22.602
143;milch;0;2017-06-15 00:11:28.605;2017-06-15 00:11:28.605
144;milch;0;2017-06-15 00:11:34.61;2017-06-15 00:11:34.611
145;milch;0;2017-06-15 00:11:40.615;2017-06-15 00:11:40.616
146;milch;0;2017-06-15 00:11:46.62;2017-06-15 00:11:46.621
147;milch;0;2017-06-15 00:11:52.623;2017-06-15 00:11:52.624
148;milch;0;2017-06-15 00:11:58.629;2017-06-15 00:11:58.63
149;milch;0;2017-06-15 00:12:04.633;2017-06-15 00:12:04.633
150;milch;0;2017-06-15 00:12:10.637;2017-06-15 00:12:10.638
151;milch;0;2017-06-15 00:12:16.645;2017-06-15 00:12:16.646
152;milch;0;2017-06-15 00:12:22.649;2017-06-15 00:12:22.65
153;milch;0;2017-06-15 00:12:28.668;2017-06-15 00:12:28.668
154;milch;0;2017-06-15 00:12:34.673;2017-06-15 00:12:34.674
155;milch;0;2017-06-15 00:12:40.677;2017-06-15 00:12:40.677
